,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_sentiment_positive,reviews_sentiment_negative,reviews_sentiment_neutral,reviews_sentiment_mixed,number_sentiment_reviews,occupation_percentage_categoric
1748,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02114,42.36626828412615,-71.05897663005086,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,$329.00,,$200.00,1,$0.00,4,365,1,80.0,6.0,10.0,8.0,10.0,10.0,8.0,f,f,super_strict_30,f,t,99.73,0.01,0.25,0.01,1,1
1749,"Boston, Massachusetts, United States",within an hour,97%,100%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.356231607646166,-71.06067248774416,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,$300.00,$125.00,$80.00,6,$20.00,1,30,78,85.0,9.0,8.0,9.0,9.0,9.0,9.0,f,f,moderate,f,f,72.76,5.94,0.77,20.52,78,1
1750,"Boston, Massachusetts, United States",within a few hours,100%,67%,f,15,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35645417348172,-71.061030598429,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron}",,$239.00,,,1,$0.00,4,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.7,0.03,0.01,0.26,1,3
1751,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02114,42.36590513441662,-71.06089339441036,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$219.00,,,2,$25.00,3,185,17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.71,0.01,0.07,0.21,17,1
1752,"Boston, Massachusetts, United States",within an hour,100%,91%,f,1,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02109,42.35814948938496,-71.05479106560645,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$375.00,$100.00,$80.00,1,$0.00,1,1125,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,96.17,0.01,3.8,0.03,24,1
1753,"Boston, Massachusetts, United States",within an hour,100%,78%,f,3,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.35157546496612,-71.06400038700656,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$218.00,,,0,$0.00,1,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,99.96,0.0,0.03,0.0,1,1
1754,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.35119541515407,-71.06371813598751,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$329.00,,$150.00,1,$0.00,4,365,3,100.0,9.0,10.0,10.0,9.0,8.0,9.0,f,f,super_strict_30,f,t,99.94,0.0,0.05,0.01,3,1
1755,"Boston, Massachusetts, United States",within an hour,100%,96%,f,1,"['email', 'phone', 'reviews', 'weibo', 'jumio']",t,t,Downtown,Boston,02108,42.355518696394334,-71.0615279629672,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$95.00,$100.00,,1,$30.00,1,1125,45,95.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,91.78,2.13,0.29,5.8,45,3
1756,"Boston, Massachusetts, United States",within a few hours,100%,91%,f,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.35127323394997,-71.06324249238087,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Family/Kid Friendly""}",,$150.00,$100.00,,2,$25.00,1,13,4,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,flexible,f,f,67.13,19.53,13.31,0.04,3,2
1757,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Downtown,Boston,02109,42.35653307883162,-71.05577699221105,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$140.00,$200.00,$40.00,2,$100.00,1,1125,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,95.37,0.03,4.58,0.03,14,2
1758,"Boston, Massachusetts, United States",,,,f,1,"['email', 'phone', 'reviews', 'sent_id']",t,t,Downtown,Boston,02114,42.366586009144605,-71.05909170976508,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,$300.00,$350.00,$35.00,2,$50.00,2,30,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.97,0.0,0.02,0.0,1,3
1759,"Boston, Massachusetts, United States",within a few hours,100%,50%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02114,42.36418849426266,-71.05878820518811,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$300.00,,,1,$0.00,1,1125,1,,,,,,,,f,f,flexible,f,f,1.55,60.88,37.43,0.15,1,1
1760,US,within a few hours,98%,94%,f,3,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02116,42.35192217360375,-71.06567999045147,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",""Pets Allowed"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$125.00,,,1,$35.00,1,1125,27,85.0,9.0,8.0,10.0,10.0,9.0,8.0,f,f,moderate,f,f,77.15,4.9,0.54,17.41,27,3
1761,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02109,42.35788651591833,-71.05395895756246,Other,Private room,4,1.0,1.0,2.0,Real Bed,"{TV,""Air Conditioning"",Heating,""Family/Kid Friendly"",Essentials,Hangers}",,$300.00,,,1,$0.00,1,7,1,,,,,,,,f,f,flexible,f,f,1.71,57.26,40.89,0.14,1,3
1762,"Boston, Massachusetts, United States",within a few hours,97%,84%,f,11,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35776705745255,-71.06218007245228,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$150.00,$500.00,$200.00,1,$0.00,14,1125,6,90.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,82.27,1.06,0.36,16.31,6,1
1763,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02114,42.3627081866377,-71.06330692934293,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$249.00,,,2,$25.00,3,60,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.94,0.0,0.05,0.01,5,1
1764,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02114,42.3594170554889,-71.06232329883342,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$155.00,,$225.00,1,$0.00,7,1125,2,100.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,99.86,0.0,0.14,0.0,2,1
1765,"Boston, Massachusetts, United States",within a day,50%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02110,42.35495597184988,-71.05948774493787,Apartment,Entire home/apt,6,2.0,2.0,3.0,Pull-out Sofa,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$250.00,$100.00,$100.00,1,$0.00,1,1125,7,93.0,10.0,10.0,9.0,9.0,10.0,9.0,f,f,flexible,f,f,79.28,14.97,4.84,0.91,7,3
1766,"Boston, Massachusetts, United States",within an hour,97%,100%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.355193771746336,-71.06153295714502,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$240.00,$100.00,$50.00,2,$25.00,1,1125,35,86.0,10.0,9.0,9.0,9.0,9.0,9.0,f,f,moderate,f,f,82.84,0.32,0.09,16.74,35,1
1767,"Chatham, Massachusetts, United States",within a few hours,100%,100%,f,3,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02109,42.35871635132407,-71.0537119640439,Villa,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$240.00,,$25.00,1,$0.00,1,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.9,0.0,0.09,0.0,2,3
1768,US,within an hour,100%,96%,t,2,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t,Downtown,Boston,02109,42.35737600293904,-71.05350942943257,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$375.00,$100.00,$80.00,1,$0.00,1,1125,26,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.69,0.01,0.04,0.26,26,1
1769,"Medford, Massachusetts, United States",within an hour,100%,99%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.35493353629534,-71.06238746745623,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$225.00,$300.00,$85.00,2,$45.00,2,1125,25,90.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,moderate,f,f,92.08,2.86,0.29,4.76,25,2
1770,"New York, New York, United States",within a few hours,96%,68%,f,313,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",t,t,Downtown,Boston,02111,42.350898320864495,-71.06321290006319,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$389.00,,$100.00,1,$0.00,3,1125,23,96.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,t,91.55,0.02,0.06,8.37,23,3
1771,"Boston, Massachusetts, United States",within a day,83%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35883103935813,-71.06185488919928,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Pets live on this property"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,$175.00,$500.00,$160.00,2,$0.00,2,1125,4,93.0,9.0,9.0,9.0,10.0,10.0,9.0,f,f,strict,f,f,75.41,14.03,10.5,0.06,4,3
1772,"Boston, Massachusetts, United States",within an hour,100%,99%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35520170202919,-71.06056985300016,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$365.00,$100.00,$80.00,1,$0.00,1,1125,65,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,97.63,0.05,0.09,2.24,65,1
1773,"Boston, Massachusetts, United States",within a few hours,100%,89%,t,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.35628105475238,-71.06140929576179,Loft,Entire home/apt,4,2.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$449.00,$500.00,$100.00,4,$75.00,2,1125,46,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,t,t,98.89,0.03,0.09,0.99,46,1
1774,"Boston, Massachusetts, United States",within a day,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Downtown,Boston,02110,42.355223271972136,-71.05770431969195,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,$249.00,,$75.00,1,$0.00,1,5,16,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,75.94,7.02,10.93,6.11,16,1
1775,"New York, New York, United States",within a few hours,96%,68%,f,313,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",t,t,Downtown,Boston,02111,42.35130793025092,-71.06350574269595,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$293.00,,$100.00,1,$0.00,3,1125,8,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,t,87.77,0.06,0.04,12.12,8,3
1776,"Los Angeles, California, United States",a few days or more,0%,100%,f,1,"['email', 'phone', 'manual_online', 'reviews', 'jumio']",t,t,Fenway,Boston,02215,42.34648892987342,-71.09214601176934,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating}",,$45.00,,$35.00,1,$10.00,90,1125,2,,,,,,,,f,f,flexible,f,f,2.51,61.12,36.08,0.28,2,3
1777,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,Boston,02115,42.34500940952589,-71.09872441400223,Apartment,Private room,3,,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",,$249.00,,$150.00,1,$0.00,3,730,1,100.0,10.0,10.0,10.0,6.0,8.0,8.0,f,f,super_strict_30,f,t,91.38,3.7,0.21,4.7,1,1
1778,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,Boston,02215,42.34392158932087,-71.09720065389364,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",,$349.00,,$150.00,1,$0.00,4,365,4,93.0,8.0,9.0,10.0,8.0,9.0,9.0,f,f,super_strict_30,f,t,77.2,0.02,0.06,22.73,4,1
1779,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,Boston,02215,42.343452988176544,-71.10166759098244,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",,$349.00,,$150.00,1,$0.00,3,730,5,80.0,9.0,7.0,8.0,8.0,9.0,9.0,f,f,super_strict_30,f,t,99.11,0.03,0.06,0.79,5,1
1780,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,Boston,02215,42.343471201034205,-71.10038331384595,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",,$309.00,,$150.00,1,$0.00,3,365,1,100.0,,,,,,,f,f,super_strict_30,f,t,99.97,0.0,0.03,0.0,1,1
1781,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,Boston,02215,42.3448650479359,-71.10259974303017,Apartment,Entire home/apt,4,,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,$349.00,,$150.00,1,$0.00,3,730,9,88.0,9.0,10.0,9.0,9.0,9.0,9.0,f,f,super_strict_30,f,t,88.89,5.49,5.45,0.17,9,1
1782,"Boston, Massachusetts, United States",within a day,100%,28%,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Fenway,Boston,02115,42.34513001358319,-71.09074179612982,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,$158.00,,,1,$0.00,3,15,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,80.26,12.24,7.43,0.06,5,3
1783,"Gearhart, Oregon, United States",within an hour,100%,79%,f,3,"['email', 'phone', 'reviews']",t,f,Fenway,Boston,02215,42.34684955375407,-71.1033725898693,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$85.00,,$5.00,2,$15.00,1,1125,2,80.0,9.0,8.0,10.0,9.0,9.0,9.0,f,f,strict,f,f,89.94,0.83,5.1,4.13,2,1
1784,"Taipei, Taiwan",within a few hours,100%,100%,f,2,"['email', 'phone', 'reviews']",t,f,Fenway,Boston,02215,42.3420629672256,-71.0975265458895,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Hot Tub"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$67.00,,,1,$15.00,2,1125,12,89.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,90.63,5.15,4.17,0.05,12,2
