,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_sentiment_positive,reviews_sentiment_negative,reviews_sentiment_neutral,reviews_sentiment_mixed,number_sentiment_reviews,occupation_percentage_categoric
780,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02116,42.34467679767926,-71.07762314805531,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$155.00,,$225.00,1,$0.00,7,1125,2,100.0,9.0,9.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.93,0.0,0.06,0.01,2,1
781,"Boston, Massachusetts, United States",within a day,98%,68%,f,24,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.342220181831536,-71.08026312638312,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",,$138.00,$500.00,$75.00,1,$0.00,2,1125,12,70.0,8.0,9.0,9.0,8.0,10.0,8.0,f,f,strict,f,f,59.88,13.97,0.76,25.38,12,1
782,"Boston, Massachusetts, United States",,,,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34111124385927,-71.07029310873192,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$170.00,$200.00,$50.00,2,$50.00,3,1125,5,84.0,7.0,7.0,10.0,10.0,10.0,7.0,f,f,strict,f,f,79.68,19.85,0.07,0.39,5,3
783,"Boston, Massachusetts, United States",within an hour,100%,100%,f,3,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.34567869385285,-71.06943202335499,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$195.00,$250.00,$50.00,2,$30.00,2,1125,35,94.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,98.26,0.01,0.06,1.68,35,3
784,"Boston, Massachusetts, United States",,,,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34024520319869,-71.07663628342726,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$125.00,$220.00,$40.00,1,$0.00,2,10,7,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,t,strict,f,f,86.02,10.01,3.89,0.08,7,3
785,US,within an hour,100%,70%,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.33902208244409,-71.07704210917748,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$250.00,$100.00,$60.00,3,$50.00,2,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.92,0.01,0.05,0.03,2,3
786,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.34096120424673,-71.0664132066654,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$100.00,,,1,$0.00,30,1125,26,92.0,10.0,9.0,9.0,10.0,9.0,9.0,f,f,moderate,f,f,95.62,3.88,0.18,0.32,26,1
787,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02116,42.34468465143812,-71.07663303521966,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$137.00,,$225.00,1,$0.00,7,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.98,0.0,0.02,0.0,1,1
788,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,02118,42.34632376109648,-71.06301626598292,Condominium,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$199.00,$400.00,$95.00,2,$10.00,3,1125,14,91.0,10.0,10.0,9.0,9.0,9.0,9.0,f,t,strict,f,f,93.7,2.17,0.13,4.0,14,3
789,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.337661246627015,-71.07280867691911,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$239.00,,,2,$25.00,3,89,16,93.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,93.9,2.26,3.8,0.04,16,1
790,"Boston, Massachusetts, United States",within a day,92%,93%,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02116,42.34641699535807,-71.07314861196369,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$185.00,$150.00,$75.00,1,$25.00,3,1125,11,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,90.82,6.43,2.69,0.07,11,2
791,"Boston, Massachusetts, United States",within a few hours,100%,75%,f,11,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34032332598296,-71.0757153441531,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,$175.00,,$125.00,1,$0.00,1,1125,27,93.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,92.4,4.43,3.13,0.05,27,1
792,"Boston, Massachusetts, United States",within a day,100%,67%,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.339183216320194,-71.07818450213286,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,$200.00,,$40.00,1,$0.00,2,1125,4,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.9,0.0,0.08,0.02,4,3
793,"Boston, Massachusetts, United States",within an hour,100%,86%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33663177716327,-71.0748854317807,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$175.00,$150.00,$25.00,1,$0.00,1,1125,39,93.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,99.89,0.01,0.1,0.01,39,1
794,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.33811321506902,-71.07821869860776,Condominium,Private room,3,1.5,1.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$125.00,$100.00,$30.00,2,$20.00,1,90,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.87,0.01,0.09,0.04,4,3
795,"Marshfield, Massachusetts, United States",within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.33651865916773,-71.0696988629383,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,$150.00,$500.00,$50.00,2,$50.00,5,120,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,99.96,0.0,0.03,0.0,1,3
796,"Boston, Massachusetts, United States",within a day,90%,76%,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02116,42.34707029449362,-71.07089195770527,Dorm,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Elevator in Building"",""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$75.00,,,1,$0.00,1,1125,23,83.0,8.0,9.0,9.0,9.0,9.0,8.0,f,f,flexible,f,f,71.4,4.99,0.13,23.47,23,3
797,"Boston, Massachusetts, United States",within an hour,100%,100%,t,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.340536970144,-71.07174927428004,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",,$200.00,,,2,$25.00,1,1125,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.94,0.0,0.05,0.01,11,2
798,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.341369565015626,-71.07886725564435,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$275.00,,,2,$25.00,2,5,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,99.93,0.0,0.07,0.01,7,3
799,"Boston, Massachusetts, United States",within a few hours,100%,83%,t,3,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34289559128459,-71.0742316809028,Apartment,Entire home/apt,5,2.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,$600.00,$500.00,,4,$0.00,3,1125,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.72,0.01,0.09,0.19,35,1
800,"Boston, Massachusetts, United States",within a day,100%,100%,f,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,02118,42.3443699748363,-71.06547543523293,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",,$125.00,,$15.00,1,$0.00,1,1125,10,94.0,9.0,9.0,9.0,10.0,9.0,9.0,f,f,flexible,f,f,98.25,0.51,0.59,0.65,10,3
801,"Somerville, Massachusetts, United States",within an hour,100%,100%,t,2,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.337137224003314,-71.07672504507882,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$265.00,$500.00,$55.00,3,$35.00,2,1125,42,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,93.82,0.25,0.26,5.68,42,1
802,"Brookline, Massachusetts, United States",within an hour,100%,100%,t,6,"['phone', 'facebook', 'reviews', 'jumio']",t,f,South End,Boston,02118,42.34419543393126,-71.07363010738126,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$160.00,$400.00,$200.00,2,$40.00,32,1125,15,89.0,9.0,10.0,9.0,9.0,10.0,9.0,f,f,strict,f,t,93.78,5.68,0.15,0.39,15,1
803,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02116,42.34341272279628,-71.0760400813346,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$155.00,,$225.00,1,$0.00,7,1125,3,93.0,9.0,10.0,9.0,10.0,10.0,9.0,f,f,strict,f,f,99.9,0.0,0.09,0.01,3,1
804,"Boston, Massachusetts, United States",within an hour,100%,94%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34191419487412,-71.08080630405638,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",,$99.00,$400.00,$75.00,2,$25.00,2,1125,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.61,0.01,0.05,0.33,20,3
805,"Boston, Massachusetts, United States",within a few hours,100%,96%,f,5,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02116,42.34642847317033,-71.07502990080344,House,Private room,1,,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Heating,""Smoke Detector""}",,$98.00,,$10.00,1,$0.00,1,365,184,91.0,9.0,8.0,10.0,9.0,10.0,9.0,f,f,moderate,f,f,92.98,1.47,0.4,5.15,183,1
806,"Boston, Massachusetts, United States",within a day,80%,55%,f,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34253285485185,-71.0705170592166,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$125.00,$200.00,$45.00,1,$0.00,1,1125,8,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,87.69,6.4,5.89,0.02,8,3
807,"Boston, Massachusetts, United States",within a few hours,100%,100%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.343841430642414,-71.07182663613271,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$235.00,$200.00,$70.00,2,$15.00,2,1125,66,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,97.66,0.33,0.48,1.52,66,1
808,"Charleston, South Carolina, United States",within a day,68%,73%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33931504233381,-71.07788276526625,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",,$149.00,,$20.00,3,$20.00,1,3,13,92.0,10.0,8.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,77.35,14.84,7.53,0.28,13,1
809,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34237255365213,-71.07922266232886,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",,$100.00,$500.00,$75.00,1,$0.00,2,1125,55,84.0,9.0,9.0,10.0,9.0,10.0,9.0,f,f,strict,f,f,86.1,2.34,0.32,11.23,55,1
810,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33671249560704,-71.07545754027247,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$164.00,$500.00,$100.00,1,$0.00,3,365,39,86.0,9.0,10.0,9.0,9.0,9.0,9.0,f,f,strict,f,f,79.1,3.79,3.07,14.04,39,1
811,US,within a few hours,100%,100%,f,2,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.34551716169836,-71.06939492583996,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Paid Parking Off Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$185.00,$250.00,$80.00,2,$35.00,2,30,37,92.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,97.16,0.01,0.07,2.76,37,1
812,"Tel-Aviv, Israel ",within an hour,100%,100%,t,2,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34379199602544,-71.07285898792072,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$250.00,,$95.00,1,$0.00,3,1125,77,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,94.08,1.79,2.08,2.06,77,1
813,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.341804981809375,-71.07982968478547,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,$275.00,,,1,$0.00,1,1125,1,100.0,10.0,10.0,8.0,10.0,10.0,10.0,f,f,flexible,f,f,99.97,0.01,0.02,0.01,1,1
814,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34113339953168,-71.0800111913047,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}",,$225.00,$500.00,$75.00,1,$0.00,2,1125,21,80.0,8.0,9.0,8.0,8.0,9.0,8.0,f,f,strict,f,f,83.92,4.95,0.87,10.26,21,1
815,"Boston, Massachusetts, United States",within a few hours,90%,83%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02116,42.34515971772655,-71.071673467821,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$250.00,,$50.00,4,$100.00,1,1125,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,99.91,0.0,0.08,0.01,4,3
816,"Boston, Massachusetts, United States",within an hour,100%,0%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.3429863477053,-71.07030039926936,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$115.00,$100.00,$35.00,1,$0.00,4,1125,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,63.33,19.75,13.04,3.88,6,3
817,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02116,42.34343806690266,-71.07688355946276,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",,$150.00,,$225.00,1,$0.00,7,1125,3,67.0,8.0,7.0,9.0,7.0,9.0,7.0,f,f,strict,f,f,67.1,0.18,32.6,0.12,3,1
818,"Boston, Massachusetts, United States",within an hour,100%,0%,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33519276568347,-71.0749509404685,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$170.00,$200.00,$40.00,2,$10.00,4,365,18,88.0,8.0,9.0,10.0,10.0,8.0,9.0,f,f,moderate,f,f,99.62,0.01,0.05,0.33,18,3
